pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-724 b,Kepler-724,b,NA,NA,1,1,0,Transit,Published Confirmed,3.3149482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.31288,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5283.54,0.92,0.91,0.221,[M/H],-0.223,4.47,NA,1.6329,NA,NA,NA,19h33m49.16s,293.4548441,+44d47m34.02s,44.7927823,11.83709,77.4756,64.87307,311.69427,7.9771818,-3.21357,-7.30126,853.119,1.14399
Kepler-728 b,Kepler-728,b,NA,NA,1,1,0,Transit,Published Confirmed,5.74347727,NA,3.34,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455007.89832,JD,0,NA,NA,3.4527,NA,0.03321,NA,NA,NA,NA,NA,NA,NA,5660,0.93,0.95,-0.03,[Fe/H],NA,4.49,4.07,NA,NA,NA,NA,19h24m22.17s,291.0923621,+45d06m55.83s,45.1155087,13.48226,77.02592,65.77776,308.23808,7.6102554,2.46428,-7.20023,1765.23,0.537709
Kepler-729 b,Kepler-729,b,NA,NA,1,1,0,Transit,Published Confirmed,3.16635371,NA,3.58,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.965873,JD,0,NA,NA,3.3039,NA,0.03638,NA,NA,NA,NA,NA,NA,NA,5633,0.91,0.94,-0.05,[Fe/H],NA,4.5,4.27,NA,NA,NA,NA,19h05m26.41s,286.3600604,+45d24m51.36s,45.4142664,16.65485,75.93249,67.12506,300.57085,10.458622,-7.24253,-7.5451,1921.15,0.4911
Kepler-730 b,Kepler-730,b,NA,NA,1,2,0,Transit,Published Confirmed,6.49168426,NA,9.21,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455007.633477,JD,0,NA,NA,4.3164,NA,0.08351,NA,NA,NA,NA,NA,NA,NA,5726,1.01,1,0.07,[Fe/H],NA,4.43,4.68,NA,NA,NA,NA,19h02m13.15s,285.5547895,+45d34m43.83s,45.578842,17.24014,75.874,67.44274,299.28963,5.4834702,-5.27774,-1.48792,1935.04,0.487243
Kepler-731 b,Kepler-731,b,NA,NA,1,1,0,Transit,Published Confirmed,3.85560355,NA,13.88,1.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.678886,JD,0,NA,NA,3.20969,NA,0.12025,NA,NA,NA,NA,NA,NA,NA,5849,1.06,1.03,0.04,[Fe/H],NA,4.41,3.8,NA,NA,NA,NA,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,10.3587,79.15173,64.7699,316.88825,6.7147075,2.1599,-6.35784,1257.16,0.767755
Kepler-731 b,Kepler-731,b,NA,NA,1,1,0,Transit,Published Confirmed,3.85560377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.67888,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5741,1.05,1.03,NA,NA,0.035,4.41,NA,1.2448,NA,NA,NA,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,10.3587,79.15173,64.7699,316.88825,6.7147075,2.1599,-6.35784,1257.16,0.767755
Kepler-731 b,Kepler-731,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,12.891,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6031,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,10.3587,79.15173,64.7699,316.88825,6.7147075,2.1599,-6.35784,1257.16,0.767755
Kepler-731 b,Kepler-731,b,NA,NA,1,1,0,Transit,Published Confirmed,3.85560352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.122834,BJD,0,NA,1.7515,3.3246000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,5741,1.05,1.03,NA,NA,0.035,4.41,NA,1.2448,NA,NA,NA,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,10.3587,79.15173,64.7699,316.88825,6.7147075,2.1599,-6.35784,1257.16,0.767755
Kepler-738 b,Kepler-738,b,NA,NA,1,1,0,Transit,Published Confirmed,24.58721016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455006.7031,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230.88,0.95,0.89,-0.019,[M/H],-0.213,4.43,NA,1.4487,NA,NA,NA,19h10m16.72s,287.5696516,+46d34m04.44s,46.5679011,16.31317,77.37763,67.96858,303.58607,5.5784355,0.860614,5.51165,1113.65,0.869616
Kepler-738 b,Kepler-738,b,NA,NA,1,1,0,Transit,Published Confirmed,24.58721963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454982.11545,BJD,0,NA,0.1019,4.1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230.88,0.95,0.89,-0.019,[M/H],-0.213,4.43,NA,1.4487,NA,NA,NA,19h10m16.72s,287.5696516,+46d34m04.44s,46.5679011,16.31317,77.37763,67.96858,303.58607,5.5784355,0.860614,5.51165,1113.65,0.869616
Kepler-738 b,Kepler-738,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.883,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.64,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5468,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h10m16.72s,287.5696516,+46d34m04.44s,46.5679011,16.31317,77.37763,67.96858,303.58607,5.5784355,0.860614,5.51165,1113.65,0.869616
Kepler-739 b,Kepler-739,b,NA,NA,1,1,0,Transit,Published Confirmed,12.53249776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.76428,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628,1.07,1,NA,NA,0.018,4.38,NA,1.1386,NA,NA,NA,19h20m16.32s,290.067994,+46d34m44.95s,46.5791535,14.73989,78.09236,67.39887,307.85391,3.4916315,3.33025,1.04925,1370.65,0.700983
Kepler-739 b,Kepler-739,b,NA,NA,1,1,0,Transit,Published Confirmed,12.53248465,NA,3.32,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.76497,JD,0,NA,NA,4.0098,NA,0.03416,NA,NA,NA,NA,NA,NA,NA,5601,0.9,0.93,-0.08,[Fe/H],NA,4.51,4.27,NA,NA,NA,NA,19h20m16.32s,290.067994,+46d34m44.95s,46.5791535,14.73989,78.09236,67.39887,307.85391,3.4916315,3.33025,1.04925,1370.65,0.700983
Kepler-739 b,Kepler-739,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,3.769,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.96,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h20m16.32s,290.067994,+46d34m44.95s,46.5791535,14.73989,78.09236,67.39887,307.85391,3.4916315,3.33025,1.04925,1370.65,0.700983
Kepler-739 b,Kepler-739,b,NA,NA,1,1,0,Transit,Published Confirmed,12.53248389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.167428,BJD,0,NA,0.1271,4.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628,1.07,1,NA,NA,0.018,4.38,NA,1.1386,NA,NA,NA,19h20m16.32s,290.067994,+46d34m44.95s,46.5791535,14.73989,78.09236,67.39887,307.85391,3.4916315,3.33025,1.04925,1370.65,0.700983
Kepler-740 b,Kepler-740,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,4.907,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.87,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5750,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h05m55.74s,286.4822566,+46d41m32.84s,46.692456,17.05193,77.20505,68.3205,301.78547,4.5518477,2.95873,-3.45908,1442.02,0.664861
Kepler-740 b,Kepler-740,b,NA,NA,1,1,0,Transit,Published Confirmed,3.58410138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.428025,BJD,0,NA,0.2889,3.0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,5415.15,0.99,0.94,0.425,[M/H],-0.123,4.42,NA,1.3804,NA,NA,NA,19h05m55.74s,286.4822566,+46d41m32.84s,46.692456,17.05193,77.20505,68.3205,301.78547,4.5518477,2.95873,-3.45908,1442.02,0.664861
Kepler-740 b,Kepler-740,b,NA,NA,1,1,0,Transit,Published Confirmed,3.58409537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455003.43081,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5415.15,0.99,0.94,0.425,[M/H],-0.123,4.42,NA,1.3804,NA,NA,NA,19h05m55.74s,286.4822566,+46d41m32.84s,46.692456,17.05193,77.20505,68.3205,301.78547,4.5518477,2.95873,-3.45908,1442.02,0.664861
Kepler-743 b,Kepler-743,b,NA,NA,2,1,0,Transit,Published Confirmed,3.17926686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455094.84245,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5423.64,0.92,0.94,0.117,[M/H],-0.176,4.48,NA,1.6861,NA,NA,NA,19h42m17.82s,295.57423,+42d48m23.13s,42.8064255,9.56351,76.4007,62.46018,313.22897,8.9121765,8.58474,-2.39356,278.987,3.55575
Kepler-743 b,Kepler-743,b,NA,NA,2,1,0,Transit,Published Confirmed,3.1792627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454954.955099,BJD,0,NA,0.0201,1.3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,5423.64,0.92,0.94,0.117,[M/H],-0.176,4.48,NA,1.6861,NA,NA,NA,19h42m17.82s,295.57423,+42d48m23.13s,42.8064255,9.56351,76.4007,62.46018,313.22897,8.9121765,8.58474,-2.39356,278.987,3.55575
Kepler-743 b,Kepler-743,b,NA,NA,2,1,0,Transit,Published Confirmed,NA,NA,1.292,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5509,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h42m17.82s,295.57423,+42d48m23.13s,42.8064255,9.56351,76.4007,62.46018,313.22897,8.9121765,8.58474,-2.39356,278.987,3.55575
Kepler-744 b,Kepler-744,b,NA,NA,1,1,0,Transit,Published Confirmed,12.06222443,NA,1.62,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.22369,JD,0,NA,NA,2.1007,NA,0.0161,NA,NA,NA,NA,NA,NA,NA,5594,0.93,0.94,0,[Fe/H],NA,4.48,5.13,NA,NA,NA,NA,19h45m59.05s,296.4960493,+47d10m58.03s,47.1827848,11.06166,80.63242,66.19918,318.70534,19.5969417,-8.18779,-17.8045,449.964,2.19381
Kepler-745 b,Kepler-745,b,NA,NA,1,1,0,Transit,Published Confirmed,9.93143556,NA,2.16,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454969.49303,JD,0,NA,NA,5.659,NA,0.01922,NA,NA,NA,NA,NA,NA,NA,5849,1.04,1.04,0.06,[Fe/H],NA,4.42,4.07,NA,NA,NA,NA,19h25m59.87s,291.4994412,+37d03m33.33s,37.0592571,9.67745,69.76878,58.02255,303.51789,6.5899338,1.50149,-6.4166,1780.38,0.533539
Kepler-746 b,Kepler-746,b,NA,NA,1,1,0,Transit,Published Confirmed,3.48159251,NA,1.11,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.98997,JD,0,NA,NA,1.8389,NA,0.01084,NA,NA,NA,NA,NA,NA,NA,5418,0.93,0.91,0.09,[Fe/H],NA,4.46,8.71,NA,NA,NA,NA,19h22m43.73s,290.6822097,+37d21m18.57s,37.3551593,10.39195,69.74208,58.48436,302.48046,8.439325,-1.97231,8.20562,NA,NA
Kepler-748 b,Kepler-748,b,NA,NA,1,1,0,Transit,Published Confirmed,7.40742793,NA,2.52,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455188.49521,JD,0,NA,NA,3.5804,NA,0.02121,NA,NA,NA,NA,NA,NA,NA,5934,1.1,1.07,0.08,[Fe/H],NA,4.38,3.72,NA,NA,NA,NA,19h29m03.09s,292.2628779,+37d14m13.10s,37.2369732,9.21589,70.20931,58.02282,304.71495,2.1587133,-0.0918107,-2.15676,1705.99,0.558363
Kepler-75 b,Kepler-75,b,NA,NA,1,1,0,Transit,Published Confirmed,8.88492372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.452105,BJD,0,NA,1.7612,2.2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,0.98,0.87,NA,NA,-0.215,4.4,NA,1.315,NA,NA,NA,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,9.7193,69.19995,57.63743,302.74847,8.3565657,7.9896,-2.44918,835.356,1.16891
Kepler-75 b,Kepler-75,b,NA,NA,1,1,0,Transit,Published Confirmed,8.88492128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455740.44031,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,0.98,0.87,NA,NA,-0.215,4.4,NA,1.315,NA,NA,NA,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,9.7193,69.19995,57.63743,302.74847,8.3565657,7.9896,-2.44918,835.356,1.16891
Kepler-75 b,Kepler-75,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,11.985,1.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5306,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,9.7193,69.19995,57.63743,302.74847,8.3565657,7.9896,-2.44918,835.356,1.16891
Kepler-752 b,Kepler-752,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.953,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5688,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h29m04.36s,292.2681469,+37d57m20.42s,37.955672,9.53998,70.85949,58.71,305.11639,9.5866645,3.12729,9.06224,1232.29,0.783987
Kepler-752 b,Kepler-752,b,NA,NA,1,1,0,Transit,Published Confirmed,18.82761339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455029.19442,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5466,0.97,0.96,NA,NA,-0.125,4.45,NA,1.5025,NA,NA,NA,19h29m04.36s,292.2681469,+37d57m20.42s,37.955672,9.53998,70.85949,58.71,305.11639,9.5866645,3.12729,9.06224,1232.29,0.783987
Kepler-752 b,Kepler-752,b,NA,NA,1,1,0,Transit,Published Confirmed,18.82756878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455010.358202,BJD,0,NA,0.1092,4.8676,NA,NA,NA,NA,NA,NA,NA,NA,NA,5466,0.97,0.96,NA,NA,-0.125,4.45,NA,1.5025,NA,NA,NA,19h29m04.36s,292.2681469,+37d57m20.42s,37.955672,9.53998,70.85949,58.71,305.11639,9.5866645,3.12729,9.06224,1232.29,0.783987
Kepler-754 b,Kepler-754,b,NA,NA,1,1,0,Transit,Published Confirmed,14.5596237,NA,2.01,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.96181,JD,0,NA,NA,5.76,NA,0.0167,NA,NA,NA,NA,NA,NA,NA,5935,1.08,1.06,0.05,[Fe/H],NA,4.39,3.8,NA,NA,NA,NA,19h33m00.99s,293.2541121,+37d50m46.15s,37.8461519,8.79872,71.12324,58.37593,306.47906,5.753208,-0.676465,-5.7133,1770.27,0.537199
Kepler-759 b,Kepler-759,b,NA,NA,1,1,0,Transit,Published Confirmed,41.805985,NA,2.27,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454975.81859,JD,0,NA,NA,6.132,NA,0.02038,NA,NA,NA,NA,NA,NA,NA,5860,1.04,1.04,0.06,[Fe/H],NA,4.42,3.89,NA,NA,NA,NA,19h20m31.54s,290.1314231,+41d22m53.16s,41.3814345,12.52759,73.25192,62.46723,303.95919,10.935093,-7.44815,-8.00633,1073.48,NA
Kepler-760 b,Kepler-760,b,NA,NA,1,2,0,Transit,Published Confirmed,8.70417386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455190.56372,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5162,0.91,0.87,NA,NA,-0.28,4.46,NA,1.6504,NA,NA,NA,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,15.37324,75.09507,65.68943,301.76802,3.582822,-3.09553,1.80397,792.336,1.23364
Kepler-760 b,Kepler-760,b,NA,NA,1,2,0,Transit,Published Confirmed,8.70419734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455190.559382,BJD,0,NA,0.1193,3.1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,5162,0.91,0.87,NA,NA,-0.28,4.46,NA,1.6504,NA,NA,NA,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,15.37324,75.09507,65.68943,301.76802,3.582822,-3.09553,1.80397,792.336,1.23364
Kepler-760 c,Kepler-760,c,NA,NA,1,2,0,Transit,Published Confirmed,2.46697819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455187.92959,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5162,0.91,0.87,NA,NA,-0.28,4.46,NA,1.6504,NA,NA,NA,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,15.37324,75.09507,65.68943,301.76802,3.582822,-3.09553,1.80397,792.336,1.23364
Kepler-761 b,Kepler-761,b,NA,NA,1,1,0,Transit,Published Confirmed,10.12803133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454972.11947,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.19,0.93,0.99,-0.436,[M/H],-0.117,4.49,NA,1.7124,NA,NA,NA,19h22m00.86s,290.503599,+44d08m37.05s,44.1436249,13.45143,75.93811,65.00566,306.49951,9.0746567,3.59124,8.33381,830.707,1.1751
Kepler-761 b,Kepler-761,b,NA,NA,1,1,0,Transit,Published Confirmed,10.12804789,NA,2.03,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454972.11542,JD,0,NA,NA,3.3632,NA,0.02036,NA,NA,NA,NA,NA,NA,NA,5706,0.93,0.95,-0.09,[Fe/H],NA,4.48,4.07,NA,NA,NA,NA,19h22m00.86s,290.503599,+44d08m37.05s,44.1436249,13.45143,75.93811,65.00566,306.49951,9.0746567,3.59124,8.33381,830.707,1.1751
Kepler-761 b,Kepler-761,b,NA,NA,1,1,0,Transit,Published Confirmed,10.12810209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454972.11233,BJD,0,NA,0.0487,3.7269,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.19,0.93,0.99,-0.436,[M/H],-0.117,4.49,NA,1.7124,NA,NA,NA,19h22m00.86s,290.503599,+44d08m37.05s,44.1436249,13.45143,75.93811,65.00566,306.49951,9.0746567,3.59124,8.33381,830.707,1.1751
Kepler-762 b,Kepler-762,b,NA,NA,1,1,0,Transit,Published Confirmed,3.7705521,NA,12.68,1.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455190.118242,JD,0,NA,NA,3.8277,NA,0.10847,NA,NA,NA,NA,NA,NA,NA,5944,1.08,1.06,0.02,[Fe/H],NA,4.4,3.8,NA,NA,NA,NA,19h25m06.16s,291.2756631,+47d19m46.24s,47.3295107,14.29888,79.14986,67.79267,310.59024,2.0381532,2.0182,-0.284495,1898.26,0.4976
Kepler-764 b,Kepler-764,b,NA,NA,1,1,0,Transit,Published Confirmed,7.33685629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.58389,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5495,0.94,0.96,NA,NA,-0.136,4.47,NA,1.6119,NA,NA,NA,19h49m34.35s,297.3931183,+47d09m52.49s,47.1645814,10.5171,80.9124,65.91205,320.0317,8.0126107,-6.37279,-4.8569,1047.84,0.926132
Kepler-764 b,Kepler-764,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,1.633,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.46,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h49m34.35s,297.3931183,+47d09m52.49s,47.1645814,10.5171,80.9124,65.91205,320.0317,8.0126107,-6.37279,-4.8569,1047.84,0.926132
Kepler-765 b,Kepler-765,b,NA,NA,1,1,0,Transit,Published Confirmed,27.6655226,NA,2.43,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454977.86426,JD,1,NA,NA,6.508,NA,0.02066,NA,NA,NA,NA,NA,NA,NA,5901,1.06,1.05,0.04,[Fe/H],NA,4.41,3.72,NA,NA,NA,NA,18h52m44.31s,283.1846044,+47d09m20.56s,47.1557114,19.32312,76.82872,69.40065,296.15389,13.7047488,-7.10859,11.717,1076.28,0.900302
Kepler-767 b,Kepler-767,b,NA,NA,1,1,0,Transit,Published Confirmed,161.5280101,NA,6.64,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455031.00109,JD,0,NA,NA,3.6935,NA,0.06497,NA,NA,NA,NA,NA,NA,NA,5694,0.94,0.96,-0.05,[Fe/H],NA,4.48,4.07,NA,NA,NA,NA,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,10.06049,70.68283,58.94255,304.15597,5.9282794,-1.13983,-5.81767,2251.03,0.416048
Kepler-769 b,Kepler-769,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,2.315,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.13,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6047,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,9.4126,71.38452,58.99177,305.99176,7.1209379,-1.98034,-6.84003,1169.57,0.82685
Kepler-769 c,Kepler-769,c,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,1.516,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.76,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6047,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,9.4126,71.38452,58.99177,305.99176,7.1209379,-1.98034,-6.84003,1169.57,0.82685
Kepler-77 b,Kepler-77,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,10.466,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.87,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5596,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,14.1188,75.85191,65.40519,305.20922,2.6367816,-2.60431,-0.412537,639.411,1.53518
Kepler-77 b,Kepler-77,b,NA,NA,1,1,0,Transit,Published Confirmed,3.57878055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.03058,BJD,0,NA,1.1781,3.0666,NA,NA,NA,NA,NA,NA,NA,NA,NA,5482.59,1.06,0.96,0.338,[M/H],-0.038,4.37,NA,1.1344,NA,NA,NA,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,14.1188,75.85191,65.40519,305.20922,2.6367816,-2.60431,-0.412537,639.411,1.53518
Kepler-77 b,Kepler-77,b,NA,NA,1,1,0,Transit,Published Confirmed,3.57878055,NA,10.64,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.030413,JD,0,NA,NA,2.90682,NA,0.09782,NA,NA,NA,NA,NA,NA,NA,5628,1,0.99,0.16,[Fe/H],NA,4.44,5.5,NA,NA,NA,NA,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,14.1188,75.85191,65.40519,305.20922,2.6367816,-2.60431,-0.412537,639.411,1.53518
Kepler-77 b,Kepler-77,b,NA,NA,1,1,0,Transit,Published Confirmed,3.5787806,0.047,10.76,0.96,225.65,0.71,NA,NA,NA,NA,225.65,0.71,Mass,1.07,NA,NA,NA,NA,2454967.0304,NA,0,0.291,NA,NA,NA,0.0997,NA,NA,NA,89,NA,NA,NA,5668,0.99,1.08,0.43,[M/H],-0.046,4.48,NA,1.6,1.8,NA,NA,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,14.1188,75.85191,65.40519,305.20922,2.6367816,-2.60431,-0.412537,639.411,1.53518
